"recipeNO";"recipeName";"categoryNo";"instructions";"qtyPerRecipe";"estPrepTime";"estCookTime";"qtyOnHand";"stdSellingPrice"
1606;"le";44;"dOmT!zvnra1ILDm5Mxja3AoDx290TCxuCp1@#EAC$RAOcNu#SDTJjg6OzTB1d)nHx![iY4!lq^[Ze2KFCfP0)7(6XthbYLTqj0)q5*s1V0f8bnf!D2OQtvn18zi54E)^NiRpBoWjw*PnAdS#6TTLOJ";17;23;12;666;410.7
1607;"razag";37;"61w!%N8ZKFU4(t@R0W2Jm5BQU$FK]6)@r^3Z1oRmSudr#reE0fcC2GEAjBB0Dmm68t&1Soeu(oQUx[Gqtc(mmxpmErRiC)CjJUp^Qy9FV(r^X@#Xb(Q)ZWzugsWkqv)7yWJKcO[EDC6h25pwLBv[n(";26;59;109;890;122.6
1608;"kegug";60;"R3B9SUfb#YC#U^qH^0%(XVtaXwfVWwuF0s7t^sstfk7E(@!K6)qq[Py#Xw#R4JLO^2$10n9kLvK0]24eT*MqI!r^FO%S@2]NIeCLswwZz7EV$2pRMn%]DHaHr1LHB&Skf%uH&dY#Gggq70bb4NCwY4";22;32;82;561;25.26
1609;"vogmig";25;"#0nqGFt2lSIL4Y]1ni%ioC)FfBFSZ4eS($)KyrdhEvZipMnK3O1N$2cZMxUOTHqj9^seDHve1W!q&#WhQ[vm^^^4HCC]i]tQr&gek[D!%q3CRi)HQ&daiDVswHC1PAoS)^01)P$5wNoMpm8[1]vfPG";21;58;18;373;263.3
1610;"vawo";14;"YfTpeHTW9$laj7nd)MhPEMYwaVolb!4t1Hjz@6(FZVp&nhRsC]0o2GtKklY]jdTQyi]Bf8r2uL@PaUZE8aP@*UFNi])6qOX1nzh79aRr4npZspDWGylH0EXCOebgtS0&qL%Q99)%fx8pc]]x3Yy7M#";4;38;116;896;56.49
1611;"elu";10;"P^vs3YbL9!CRp#YZiqBW35X[[ms(ndZ0OfDO(O8QBy6&BVdayDsILqdyo4RUPWNnt4(uovQo$y42iRJq[C3RUF*@!u(1F]4Lvj[ca(sPdx&rX[8GW#[sdAu]yQ@$*0XK4[s7$WV&i2[wriE#7k6n(^";26;43;95;829;43.41
1612;"bicwi";10;"4$mDQ$DhxMVf@P)[7GZxkt6Fum!#B(%V^%4KZmE0Wy3v1laevi6i&f%L9r#VkA*^7z%AGA#[lI@l0CHptkHZ!BvAGCB%I8jU[JPcj&u8V*t[]bH@9ZXMB8tLY%xzt^I#sJ1^q[BIYREnO^ym(1XD%Q";24;18;55;609;298.6
1613;"mu";31;"8A)Cl8]hom)ryhdV(di^$J4uKKtehc[mOj2iufxLEmK[uoDiPejWRxxIg]w6dl0xk]OS#J^H@eEyc[@Z2#!#6l4kFG(vs%B#hwp6h2([nQFVAdAq6^Qz3Cldy*kd!%hn7jc7dDzZ^^@)!M!kw8$VKp";8;5;106;45;497.31
1614;"onu";7;"du3q4vqEaDn4YczyOvA&5tmsq2^Bo)o6aBCnbI^GJ3GN^zk#376CJ@vnFv)s)#du2sLlw@M@DNjzOc1v]#Iuon6d0ZND*@ljlwJ%yK&9qs6bU7aHntZBl[OtDS8AMOv6ZyOnRA*fwJu!AhPXfBt@ad";48;25;34;923;36.95
1615;"jagecadaf";19;"iEe3IpUO34YX1@ti&1hLc)#elKAAs5]ojysP)g7522kretCL(B4hwV3O1!35!IV4nhpUOT4EqMgfu4S4*$5)!Mu)s!!W8ZkXD7Ug(Gc(K*)(zpVT8ScTikfBo36iX7OeTGXjbdIB(Mpp)PmZ%GVU]V";2;53;120;461;271.33
1616;"nukuipa";53;"zA^EQq^3zhNd(p2BjLpGDkp%tUlht4pNNW&(phWlbkNjcc5kB4z%RwK(8w55(Hv77s&Sla6DeG5cJij97Cr8Wc8H(Fl(]lrn&T$z*5LlggD$^39RQfKaI&A@3uyZTCMq*GJVXPuQ%gFxZBG(C6RM)&";11;45;85;982;172.9
1617;"bubuc";64;"E[7Iay9xFwYzKWYG##Rr0Lw^$N(tm!qA6uM)uJ#t9w5u@QQV6UPX60xx&f7nEtq6$enpl4exuRFmHGdPr6%S5@RtFy[NyCtl7Gr[ew#5$$6!lTRrnw*zj8G&@LE4LSa0UpGKz4b6hrFQnh4UD2xm*Y";44;50;118;154;440.76
1618;"zesispav";33;"7Wdu]6NOO8[^9HyiFB7yHw(5vr5UU1]k0(OnCB$Cs*GAX)zN7q4CY8M#hGA#qzfARl%AmZHY&[^Zwv(W00L!ZLPTz#L&id7&@1NC$0T2tC%Kdr42SdihsmtLYIq@!zB$27D0ZQxQFrbGhLCxiK&8q%";24;58;9;40;423.89
1619;"zebkok";36;"w&EKagRFB[ztxxCM$7]!SKK22!ePBSW&4TNot$Mm]Dn#ZlwUry]jY14Kydy8*GPpv(rEwu&zM#WL&7IO@Xy@OZH01uPhpCuzU*9MreykYEm2tPg8NWSM(eCwXHT%PWV*O1(bQDSh]Q&ga@g$RpXi2y";16;30;75;517;245.2
1620;"am";39;"60[0msX1dYc7HVLsbCrB2dmpHZhDzL#Y52G9[UVsTJXtVFXz5R%UivpC[7VAf7GhR7445#WAvV&2Ew7I)lxikg)lgIMd$mZa8mmXs6larFYYncBWqX$oHi[2VRdDbIMtSsQQ9c&(qSh]aYWSnj*!Y@";42;60;119;926;407.19
1621;"so";91;"#w@KnKJ^v(#RvqX[iJ!A*SKzr6kEXflBFl0BS*v$7aKsPm)SDK*hM*R57qW0ci(OkcFGS!MPo#bMned^2Rt2a@f*4umvEJt9e00JKTMkL6Sg!mH!%#Chr78la&XYX[odtZognavNSiMdWGr)p%F!GX";21;13;75;998;471.12
1622;"iswem";17;"[b8lNA]d#jDcNQzNkZZll6VGlaE#C8&J%z%cdWe#BYhgsenFd9P8pvYQ^o5Q4GE4Sh73qAMH^f6fA7e^gs*j6x$VqaAb9QdsRT32n#CcUMaFYOqn0tk9@s#Z!j%WEA]8O1K[MN*f^wK%jX5oVT4qVj";42;1;58;812;375.1
1623;"uraji";72;"$8AT(sw!CCSAZ%Mi^0zyU(%oF9O&E[o^^gl&g*W7zFp1S#v%Puik[qzfR#pTeuyIrYeHRUBW2Unu)6hFPhPxaU[gei6PDaGF6$tFMYpx1k[mdGa]tb34LL2ZiV]@yy!8tiQ)Dp$tAoKZ%dJV2qT%OM";31;52;104;128;251.46
1624;"ca";97;"F2JpFW1Pqk$zTpKJtW(06Z!^RKC7*T#GI6l#eZz*RJA6[huNr19TuHKK%F&(bNtWVC]eSfD#f^&^60ETNcBFwRT64Ja24KSzIxN)M*DCju*r7YWoVP44Cb*&8rV1VbLRP4$zeN2njyXjZu@LSIn]W%";40;41;33;762;12.25
1625;"kuwvutav";37;"xPuu!Nhwf%@x(dw[v%cWjT[xBJK5bmv[M3TZL5wT0A$cF%Sw$47^(Bjw9s@)@zAHr(#Ns[77jhk!d(Dw7Vhsnhqwu#%C6Zfc1seC#cQD&#1y#6CqvJswjD!%9ATg#y&X7dK7Z3Hvh*44zT%![7VK2M";43;38;49;539;497.61
1626;"valu";44;"yH5ZA]9Wa2sXX*n4eFfDw6[DdAS%Gu)iCjmmia$cul!5Gz9SVS4cxZpw)r[FBddRu1F5qnaQyo^MKhiuwu8na5BQQ#k3$S@2Ij)Dm@*@fh[sl2cGK6#M^9B@)RX3EmsTsPcF8wS]dj@AZ!6tSOeBra";33;22;51;18;21.4
1627;"pof";77;"vdqtCFjYX@DBe7L0xoU6@uuA0m(muS%2%^aQ#B3%TPNp1^NwD^I02aoNFrmYt^O%KjKe0APh0(IIkbkX!0EvTFqHi*(V!k(InfCCSCJH[G^d$*MS5YnKlpy3nKnznZpDW@4$#UxWyI0a!lxP&naEeV";39;59;92;558;463.92
1628;"re";78;"tAcgfKSGy(zDX[UItwexTahnCa6JoSlI5ykjauWqwS)d[*]2Z!L3%2vxgbJ8D#UP5ZsCCObg$oi[XXgcCf4gfAO#9b5b9z#WbDPQM086LpjYBof2UwJYyAk2fD9E!oEaA28WkBcceZPvI4y0TxFsrY";17;23;83;722;383.84
1629;"panuc";71;"XhT@x(ZTfa42dA*L$udjYGgiR[)ImrUomG[Zfr8oO@US21*3tML13Kgh@*9#4iAFs1h)x@N$45yekur9shi*WKgTuyNl&Yd[^aUXESE$&r5Ef4z$zDoAuk#dQZK5fm76GVh07P2LCtwnk2x[PqZ]VF";21;33;56;38;460.85
1630;"gutzo";50;"#Xt*T219dOg$)37clwfZliKxypdazEdhN#1BwdGO!Z3lev1^7NPH@&ad*U18C3xAgLjGJMNTxq6Wgj%Z]jZ(]90U^axfEvePgYEvfci!AJa1sQmgJ^CV8MwracLTr#v(197[pS50UtNQ0mnHC)Do*X";14;31;64;354;348.65
1631;"vaw";42;"A1h&ama$ZDQEP&vp5fvF9pBmwJ@VdrVooe!s)Q$ok&)Fu[5U)x][2RDWdI0)E^DhfUMU5Tn51BYPFdQoVuykEd9lQvR0vWZ5tT3oxxM8ButiY8WiCv&%*UsFzehPWr6s4eWxXO2&fAGpEH&2MfHBr0";43;58;77;990;493.13
1632;"irozecgu";45;"33irhGRpdPdSmqM3*BUIH*LYVtt(n@$Oe5qIQ0E%3rJe(1#N!n1&2hv3ICbFQWcJr6dgh3xpJng$WepDudyqEawu%1MvqCrsge80)8x&d[PD2eHM[Xs$j(fG#Pu(O(4YLoloNdfAgQv8]cvWdtvyoG";28;6;43;88;0.39
1633;"wo";93;"UC0Dy4qH17)F)#a&zi^TNMs$qOlxOr&2UP)woYCto!]&YGl1ApE!22dCQUFUDji)9U[m%cr3nezBrVt(zkw427DG)ubiH3urg]2GB$ORO$f1GOq8MN5*JH2jWl8HTf5*F^8Q*2#hqqg@B#sBgwAWO!";29;31;68;132;429.18
1634;"omu";64;"IBEZmNSEv)#v7]KUOAt8QY0Rr&^TE!rPaq19R!Ihd119S@h9^Q(^Y4^#@wuxXC0KB3jhCclw[tc@E)v18LRaod5Thm[[4OoTN%jL3)x@6HI4XcLWy@*ztQPzml%$vM7RoZ[W6sEPOZf&wuEC%dJ%Ku";7;54;72;905;295.22
1635;"hagugu";80;"D(wF0d@QnBTTvM4R^co3[UP7E6WMG*VZD2*x6aQZGpUsFDLf4l]($tiDyGd2#Ya704Q9)GRm#LvSI%rOxyN99oUtCFqEW1pP05zdb0iX]VZpez1TyVOy7LhZuLppODtinus]E[gMoJZRVtkMG&1RJj";40;0;57;316;293.83
1636;"tisa";11;"y^@ib[W0yPxSiRJ0BD$ArvPcbelJS!ypsCWzjh&ooY[d8$pmI969PMT4etS5TOj1ESQ5f8jSQpJ]9]4Dm#rW1Cu]IsN$gy(#I#QZKfH]ISISv4]C8ITnar$MtOk^]yPo]X%ZTY*TRmNNE7^c[[KPAw";1;49;74;369;478.95
1637;"lo";41;"Y[)*#b9&T9jGC8FXcZ@*fu3ssPDoCl0JeH!@XFLMkJ76mtddf5EoB%5]@XEBqmrUu[Q7lfHWX&lAFw*idnFg22l)s&T(8OrbsfmoOpE@d]ltBG!W[wpWl#Y%0[xdA8Izm6Y2fHOEK3OCcFgPyWKnD[";10;30;21;892;353.25
1638;"wo";86;"fsx]vud1LqSvh8#4KtATyq1d[mmbY769]*NOg!TFs7MXdgMH%jHyVg%2VqGBY#lOJ[NAGFQLp^YbYDXf9)u)OD@inJr)%zwVIz^DreLyhczT!OhSp2AQvuU9YKX[&yCZGefD*icdW]CaXoRf@o##LN";38;8;120;440;90.44
1639;"lalpur";17;"#DWMe1i23*VeoYLgHjPi07@ZTeXK&)B5zb*V4@Iu9Dtd7@7s)1tnjWohcYPv@&1m$7o@Uvpl3HIWRwEVCMhU%UbOBjZAr!sJMyXxDnHF0F[qm@$O84Kv0uBc)zI1IWAw7K4*5TmNGxqidW81R)Rod]";17;49;31;581;308.75
1640;"udo";79;"Xn2qfWAsVHN3WTZzB9Bfdx1KCOvPeD1Rh@g)7gVBDfpPd8lKkI[6rr7OLEDQoG[N!y8Dfmm1QO]*27WzJ6$hvMHTe@lF&gKSkARtbAVfr5^LF#mC*UfaV[1KoIGRYaYYoNB0&)h!spFS&mXMkO^n(m";14;7;47;154;313.44
1641;"puhego";67;"0Dcmrcsbr6OOlRFNa$[hm!M4duKhwnf4K#9^uBX&Ivo(oz$Kzw26LW)k*8WLhyXnnY2[*W)pdGz*V7XoskdV9TJTzTdWFT&oUzix&ZxjvyPCYzAjE[j^[os%%Kuv[r3yLAUm!M5ME(%(wnZGa2egq!";22;2;26;388;54.12
1642;"deug";103;"mQ8sFRaHiz)31FSBS[M!EG5mZtj3J$jW)zt@P2g#mj%vdRQk&t7g3Mg#dui3v[^mwQ[RI%oYidHbO7ziP!UWf9gonU)CAomiRL1^NNz3KEUaTDY*SPg*zIxdwEcG9aZ8kyX6xMpZ8!*U9yuDD^tL^K";46;60;16;53;460.77
1643;"zac";13;"fuZbkB$MWOkY*z%#U2swON*aHl[eyAjJoVXyu0Ex]ctPR!YSIRsC&ZJNPDr#B7FeOG(CbThgCgru1B3t#9wuZIaUk%CAT0V9V[VG*a[1K9nK4iitV13]x04G!rrY^lSgap@fh@TOk71jh3F0PwGmnf";42;43;79;449;188.25
1644;"mivsan";16;"UjfW#Q)q(whD3VJTQrHxcUN7#KknT4a5ekfEO[*S9r8LcL]EyOVjGg[DNGWM)5oDgw^iJ1HUy8R(Md(Z[tmvQ3O!Fmw&Yawe!8^b#Kro#8DYZ#$Cj17!M&9Nl]IkX&@[5oNr9*EZit!rywfNJKsD1)";39;34;36;858;382.7
1645;"kivab";15;"S]d4l4sN@mGvw*pfBLcbGvq#sHI(D5Vo@T*e@%[[tgyWNZ1%Ba$BCPm87Z04dGV&!#sjh4M%(@F617309$HPR)3[wwc&t(MQDzkZWYQai4M5a&MZ^%I&XHA4t1[T27KIH9]Aodihw[Q]]J)]vtGWw@";49;55;23;240;244.15
1646;"eg";82;"iYQSUxzCruji%C5LNWGIfXLeAJ!1H%oWmRbDuCo69MkV)jsdu*m(w^K!IuHt@ZQS[M)]SL[%l[a2Cjb69@CaPq46ynJSjYbtpAPxi([N@9mXenpcRf5x%yFmWN)Zfr*W[USirlW8VFizuh5Rjbv!X^";29;28;81;14;47.74
1647;"maade";36;"GUz@3gaCILMNKthD#E5!bspLWzafM&A1QmUjYfkf6X5Pgwqy@f4!UAGl(KS8I&E38wrgkw0MIDY&x7B(TAwp$uucgbGIfxZ8cBuG!2d[W33$0BRW9ezmj4Kv[dbfgARLKq3mUFWJf*jQYBVXOJ2l7m";10;29;2;279;477.7
1648;"fopeju";86;"6@N0xQOI9L#BlZtv8]RQ5@mdSJ$$heLMp!Tc6yaM3JzkVn]%q3Vwz5)X&ml64x*hRP8[aB)dVaBs1Cs!&]3ZlXJ8W0jm2X*Avx&qf*s4rA]*ng5SCcr]$S5wBx#FPxvY3$IKxqr22oa3W*[#k*dVSa";11;0;108;762;402.54
1649;"merum";98;"r2o3iq^S!7nMh7CCraSxplF%mkCA0MpyG!23FVneEm0(dX2ijurnA0M&%eJ687E(tcb(*1fpSou&BkCinbOB6O76gjHdOwi8xqMVr3ygfG99S1r]quB1LlLI(gbpx]LbbH)Z0!Sbu$#38kgHp)@cx2";13;24;7;270;443.24
1650;"jupehihen";69;"^J3aUbRQ29GiIvU$NVVJI![&[bNPx4o9e4$ty6kqh)Lo[$*miyiX2p8CyvlNUWE0MI%D4CaEhSMBRahJioDzF]ZW@DCNwOliM#h]T&k1[Hvs#(xZeX2BL0Q#2KNm&MwGz17PmIftL8wOtYTXJ25&Ed";45;16;52;725;258.84
1651;"ogo";19;"[gzDp)eu[yA1i]%yj!9bqNhWggRg5mk6P(Gt%%7gVqUOdv3#$%l^E[wf&KdjUM5qrbQpYUKHTM096ll1cH%pJoTmPtwQqa^Q$S*21R&P))[tC!Umm80RJKmaIUfjROnuz)bkinWWSjG%YEvM7CvQ&D";43;49;29;831;456.48
1652;"bafiva";97;"j#av3hhq$w@ZBVBmj(@6dVeFl0!U%XXGRjpt!hsEXr&kxLQA)gbP@GGf^weHgQ6p3TXTxtT12a4qjkbi5IP&Z%X^!4NtM$@btclsp5K([q(rbggBDY[fMFBEL6Or7BPiQdk5qq9npqTnAnD7rK69mE";20;33;15;725;3.8
1653;"edavo";78;"wV4K7d3a^NEJeeM3(GCfgc&78p50UtniC0wEB^Froq2HGVo^QzAFoq[7MSkrqGaq@WW78v!P18[DN&^D[Ceg35CTYjeL5c&psocBw@[[UDzwidyHeMsH&C&AS4][Z)1t)2(*0(neE6mwCCar5&rOiD";48;5;1;534;276.34
1654;"vodgotpa";99;"1s(^B(t(5x80k&!R3YiU4!L2tnFkX2M(F3r*7Ma7QZmjvM0yX31QS4t2NGzxXrEqK)vydAZD3kn98XJ^MZg$g]sSXcI!zP%zX1(IPIB*9gbx^T0WxBW4&iM)rXqLkik0$^4J]bc2N(uF6g&f[ndrv(";17;54;70;646;137.3
1655;"ipaz";19;"EMm0h)c%8K#$&(EYFexxgI*UHgQeoKQoYl2c#dhh$UlUt&vAaOfwRBhJfs@0dHVJOC75PDm3QiCyV6^Pf%r4c*xOIA#gmXua*XPf9aGaR#BDY64I)c7Q8)H1ix%$6i@[bO$LIVm$[(R^1zGLMocu4E";4;15;28;524;154.73
1656;"ej";76;"1JT8HjWyJQ9faiqo4]Ad%u#jHh]HW!@dwA6&5i1%jy]6Jao1v$re%p5%vJr@*nMn%JOay)J)n*#2@3v4pKR!DTd$n8YWUcK#01)RUuhA*^jsV64aT3t)KZ0JKuP8X$&[QMKigP[GTJEbU8fSNCp(]j";8;59;21;821;417.51
1657;"wi";53;"SzlH^6BuoGDKpUZlj5h4CotgUNS)e1TVkXAg1h!7MomQ!VD^[EBN3ESAep&Yu)G#goJaE[W(A5woG$G#mPy[8HnMj8X*E^%jbIQx6MCA6CWqnzu]r43TIcZ4SCYQy*l%DpQdm*y5!ioNZExQvc2x$)";15;8;38;695;276.49
1658;"aj";50;"TpxNEB0yhKeGquK2t8P!Ep(!LbV18373TA[wcGKXfDZOboHPb3)Jnt69JWyjoeD*9jTvXJ7RGRSU@oV0FJGweP$$9gFYla5C]MretvcE62eCOhEFPVL&6QFpt&eshmuU8g*(WF]gYnn$#4!BXqR[6e";43;39;90;561;7.15
1659;"wetpin";43;"ZzBod0!o3xlk5oi0Ex92lEad%ON5wj(K19(WEJ&U5aN&A&9rHL@@@hZxc$y4tnVndjPQPa$gccBsK3A!@bwlT%aQqh!2KJqu41tv^64U1h#oe&BJtyH#DTqJ&(gRzOYznhR*Ge4b#i@@JZZpAtzRN5";0;6;12;354;201.6
1660;"amce";58;"]wpY(I2@2ZN9ndk0cv^cXS1Jx7x)xCLLNPOHdTuT2MLXyu*AMhqXeUrV^y&40Z#^m^Zy9WAh8d2%iT7EH^2FvrObTGT53E2dn9h776nBAxk&j3I^W$LSAEmsr2G2cD&vEM)4%yG#*gG^dg*nBF7b5a";34;43;98;332;211.74
1661;"kaovova";69;"Xd]7yQ4YwtvhWfLEItdH3pZW7FY1sAj#T8uOMI3j&cF6d*2F]m]JX8b4j[R%hCID^Tp&77fv8JTQDf5]Vjd%Pk)@x@^xe%TYfwKj^9WjB(Q8#SeRVVeW1gK#iQ(tc8Xra[2v#a7JbZvSc7ylOn5bS^";20;34;93;374;371.48
1662;"ofesu";8;"WdbMxCS1&QR7I$ihPkgoUaApYJTnSvEpwecVEe2ZrO^ANv9wYS5ANMs1)uoQx]*Q)!!]nm5#JZc)EBPdiwuOH4v65t%hCi#sBVzCV]5F%hN^[dP70bf1acwWA)w&mGkyDMUA%oZnJtm3$QGNRQksFc";35;12;76;65;439.6
1663;"fupenid";34;"G#f$2XE2PgaSgKRhu5HFV2AmB1(Dh#Xby%TmeGI7GGwrZasgg)vyZ$Fxg86xB#4U$6E9ZbknoS*a)Ub(sK8Fuu[6cWuef$oBy0ioxMoL&KBSK(wbwfTxa07e(jOcYMGe&O]H#x!UeCCbS5xPt6b9JG";44;52;36;333;492.26
1664;"julus";23;"*J1qA7qmd7!vV0%hS7uNVHrQS8SsSn&e@xqhtmbFCkc45Vmia#48np]V0aUV1uC]85(9pG[iVbL^u6TibD4r!QBI7l@XAZBi7wHLg)RPgOuG0bPfnaXH!vNhI%E]InGatzsmCaQT$&Z^ls%lYb80lm";33;40;17;708;456.29
1665;"nagi";15;"AvOhktyhnuSDKUJ)gMlFEIXB)*Jh]lJK($98yoZ0*Lx#qMrYxZ(PbVCAbx#RTi[EG%wsJ8zAO]@wLC3Fn2hO#70cSiE)1#EW6ZUfjcC%svHup]dabD#p*R)@IWnEDZ2c#QTRdZtY4[8rcY9SP6@mYS";39;11;38;139;0.99
1666;"fa";17;"hSw$xVH9guC)*QnKKSQAWEYoAgRH0J8DIr9^oA%^&[^WEot6#GglpQ4UfjI(SKpNMizIQthN6cBmmV]w(X@GY%MkAO@N(b$gja1O(9VVF7!XatcNalA7ae3cAdvIdt9f1VzF00NrEj7L5F$dEqn)Io";42;33;7;273;3.86
1667;"gadha";34;"j(f!&okWGwTer6Y[dIadt[u*sYfh@GSpjBrk5To3)xs8@5vhni4WYZCM5kr!X&WAsCyR94DQs@A3%$lNNCG1x@oOj3CZLdpm0NzbiNK&Fu]H#0$zutfuoHdMnprUtxF4a&RunEVviBmU!Br4eJs0tT";35;47;92;64;51.1
1668;"miwko";70;"%OXm1O1[65810nILi7ZwORSXkYr*EF^qhL#jEcw5o]^tQT4Mh##aLdk61N7Gt3o6Etj6P5Q7Liz6]lMWABr(^427zdRcMt9Crq4pS[p#h7fjAJ(DEVGSW1rZngN1rU*TaNfiva)c[Pwo!zoZEQW^ur";11;12;39;997;406.38
1669;"tijid";64;"DM!rAOH5IF^575ZWY%65o&LLdGy!%qEsuTAQegS$mN)tK)q1c(#N5DQvTf3xB^ir6XuH6%0szCTJ%XYnfXLB1@k$Q1FxpJCRIRF%P9jo)QV7uV%Ccru1EAKuk]KUTW35AKh]d4MFj)0eV&i)D9F&i*";24;40;44;201;17.68
1670;"golgihudu";89;"lmyLOHaCBGqD$D8rz[o98T@uvjnpmm^B1&9N@[*Lp^FDf7G#$y6v#f]0rX#YDw)VsxmrsxXOxFbW$FEu(QcEBAX$TNWjyNnoGb2^qz4nh!M$UaHbeSpj59k&orz!DE5hS$*of^%]BB@%wRCJ5xUK8f";4;34;24;617;291.82
1671;"elabi";82;"9CS6qtk[6$tZsFR549B$#Cch4I^faf#5ATaJ(bW^)XvM#@$F8*$OCTx*n]WAchg@jFKx@tX*n&MnsSaB9zjdZlR3Fz$&Lagl$IWE#p!#em55(PIW4tEkq&WUa01zbkM!SPz@vnUvDUC!UQ0cK7Gyg!";33;57;14;769;450.83
1672;"bi";39;"INdcN$UgccgogfTp9oT[6tvqFdEZt)Dl!9RyTH4lwNp%IDw4$orhK#NLRJulQV[NU90oSDrdTcxd[b^MS]LEG5uvhggXjU65oe^L8ft]d0$d[e]MkSqqBZi2iQRDS$S7@nTYxKJmLAGLIoq3tU%iVm";49;41;82;786;99.9
1673;"ri";81;"j8kMnldxvP(JvY[KaBIOcSib6^JRQq6wGUVozaBNwfuBJirQA)1W6U0ofIVrsxQpTOp&Yp)hA*bF)$]*W$)7xjg92T&CXfc9ZSm&#wWKDrcf&bLDnYTRaAVdd#LTskiZZm)KAhMTI4*5@9hJj)8fI^";5;55;115;172;157.88
1674;"udojij";103;"Q&#R#(P5PEsV@p9M5YeGd8oIL^C]7uRUIN2S^dd(a13&LO1Nph!ia)y2aMSK2gwnZG2AHaBivFbNQQHjZJ1In%4Ob@XXuBRJI*gt9dklrG0cmQH]GSSPhGgc60AB(FE9owlC0(0U4n6nEMdvpTIM1a";0;25;28;308;170.13
1675;"ketogapet";11;")*u(Or0luX3DqpBNy77XX[1@P8tL)bkKW&A5BuXlJD^RMjCLMoYG%&(8ZJT3pDV5NRXrgT^Ji(ZJ#H]81$Cp4BuKpWUxQVc93oNpd$R@3Xfhv3v@l2YvLra]fsKU$1Hc#4%Qc)6N3xYWZ6[RkxNk^0";42;1;24;544;369.89
1676;"nikaw";36;"LG[u*]6dmbjsuVowRVyrvBypMMMz4un%It@FroNkKF[(IQswd2Rel8C52JLQ30hl4jUDUNrJ]NMn]ogZ%I7Z9Hcu!ObH5PXAmR9YacMpcp$Ui4hMIdbStLl9GfXVOGJY1Kp1d#pFfeJ7kfN*x@[epf";22;24;35;419;29.46
1677;"sodencuw";62;"^wLE*AMnKq@^L4o3)dGeFs8kce5O$Wa7LogQ4Z@o#mhF%ohShzm$QVshNK84pjt5vJUnQaSHQ[Qjv6qXUG1&N2#IDcfHexnMH8U2Onm%1e3KSjkJJXwg0P8BX1)nRehsp]pkOawPY6I%X]b[OVxdfY";19;47;78;800;30.8
1678;"pob";95;"Ch#pkKY*]ZnrS!ckMoy1hEuqzhh8wVwLpz*)OREk*ClvL$e4Azc%VAPBXYUyu]P3SpTer2hb*Bue@usqM]Ap1jBw8JdGfaX$YtD%aS2*wd7lcTmTwOia%ZMX@gNZ8bBnw0b44Pk*i64NW^%gPVH#vA";30;16;113;356;442.1
1679;"er";99;"LqfZoBTw^m6JPDszbPHhi41ZvWCdD5NogzGPJB0z0ZeMfafCjj&QziCw9EdVVS%Rw$QnJ6nti8Nv]ymfjFsE^YL&yZngQmhM*[AZPghn&C47FbEwaopTl&p$l$vyQ9GKq$Eq*Trnp[@AGTv4XuGAwi";32;42;115;53;52.17
1680;"fogapa";14;"I$qD2(5mmMkx[mhTWP8oh5eToh!4sktPxp*BL0VP[K9QB$yHM&*Nu34#aRxIYXVyx2napwrYaB!RCUiK$zkP8dm&q2WYy*C6*SSm^8t04YQ5dgR^X!yNNFluX[MM]%20*GlG]6V6KIo&1TiWRL&pqb";39;43;35;352;475.67
1681;"gujhiwcu";31;"WoIVbIKwbf5]poPH*y2$5VWAu2nk]Z^o40CePbOMpj$YHRqTxVOWdrT!1!#1fuC[Q8w&Rd%%(B!7z^hWCXaRD^t5NQV[*JKi4xK9TCz9MIMwY0n&4BUMyvGk!I*PmSpXZ0@KqAKv(5K%euffcEXXop";24;18;80;627;478.4
1682;"iffewras";60;"51tM@Eaa5F&WruLk6e]A4yl2$dM7FFZXA9rcLRHj242IVjfO]5Hm4WU34*sIC]yhKljE%cFJ)86jPHU(1Ij5^1LZ4u9yT@[#TGQkAidTKFOgDKZyR]R0xzmVPHic5HxXWHoZEhR^BCKKJ[eGn$qsfx";48;1;65;12;14.26
1683;"cu";104;"*zlrey8B[ePL^*hCF)QCGPX6NcL6RPjZ)mNC()ivSwFykJctN4[3EhK]CUL5plVDNzSwlsIv)tMqB*sF2VrotHAVgD@JA0LGqxO2zOclv#VouAk!o4jodg5!I7qfLRgH*VM46]NNb8bUEH&LRuMw8q";41;17;115;439;276.1
1684;"kadepnot";37;"]TeB8$mFj0edV2!S[^c7INwJ9j!$RW5jnRR5&8zT@mehy)lg8T#5pnpJLBV0jJ@CuJ49@o)RX8l5[@cy1(NwEV]$gHCJG]$44WXhG&88Q#1xYmwQlGug^6QHsn1Jz$K(5N0@&o(F$jU%G(VzbLK!3(";45;2;1;594;391.93
1685;"ka";37;"[8g0NA62YSWYQktG7vwHMm7s[*jW892zRVUBhTTkOEeG0s(rl!h*zFVw%cn&VmJ[C([QiOgk1#6J[OGC1Um@pJbb^t)W$d^uADJHtNGu7F4U2*4Z5M[]CEW2dUDmk8#oui^diC2ocbPy^UUeWq1sd[";2;17;61;954;12.31
1686;"urbaw";53;"VHhxLN$I5ue2joss$aPuChT)xY#10PnsphsXnEskZ$3dYDqvpQxhdja*e474zd!9lVKN@yP9JWbhbeu16%aXMrjvJemn2q)HjAXADcwrJU35SKuX$]K&d3SNxiDTlfBbElHM)b[TgaWSSS5DqtS!)z";45;19;46;457;34.9
